"","TS","CS"
"1998-08-06",-0.000420164132243581,0.000685928295662527
"1998-08-07",-0.000655501672727063,-0.000127211828538843
"1998-08-10",0.00201279456565606,0.000783378436864442
"1998-08-11",0.00128344634098146,0.00157050632535788
"1998-08-12",-0.00127374933510507,0.000466202185494358
"1998-08-13",-0.000657251006838373,-0.000602729630194332
"1998-08-14",0.00165688927145353,0.00100425654852616
"1998-08-17",0.00195236926624554,6.46758064673902e-05
"1998-08-18",-0.00120860493535946,-0.000911875160116989
"1998-08-19",-0.000757005637981114,-0.000586472157812657
"1998-08-20",-0.000392754402100163,0.000783619381689271
"1998-08-21",-0.00201367202478855,-0.00060969976582181
"1998-08-24",-0.00188637202670658,-0.000612630935572671
"1998-08-25",-0.00180773408411277,-0.001321649636987
"1998-08-26",-0.00266732550366032,0.000248014064981947
"1998-08-27",-0.00129381866237967,-0.000172350410446808
"1998-08-28",-0.000881169781458697,0.00042970898102962
"1998-08-31",0.000289449772762394,0.000264002070169654
"1998-09-01",-0.00148973404710625,0.00064349284947453
"1998-09-02",0.000116154245611294,-0.00196224764115058
"1998-09-03",-0.00209918356799557,-0.000582012665514599
"1998-09-04",0.000307908889798086,0.000338415345152016
"1998-09-07",0,0
"1998-09-08",0.000511245432504008,0.000453644742060387
"1998-09-09",-0.000187791304301789,-0.000586403561779714
"1998-09-10",0.000498098502878911,0.00227078555648925
"1998-09-11",0.00127666073961765,-0.000272945456861511
"1998-09-14",-8.41769960679579e-05,0.000386619035170519
"1998-09-15",0.000590928943935005,0.00226615307712553
"1998-09-16",0.000687181136547826,0.000112653482866348
"1998-09-17",-0.00184249000753843,-0.00142994388393255
"1998-09-18",-0.00250914481693427,-0.00135837052918487
"1998-09-21",2.01149397361255e-05,0.000887730233323357
"1998-09-22",0.000404282776028222,0.00026036354496904
"1998-09-23",-0.00101445181800453,-0.000316575848040271
"1998-09-24",0.000647958941032548,0.00111315656590463
"1998-09-25",0.00054983335472734,0.0007607178988535
"1998-09-28",-0.000624890545929751,-0.001903706032444
"1998-09-29",0.000534755878716592,0.00199445657969126
"1998-09-30",0.000146151888883439,0.000651319505254352
"1998-10-01",0.00113514537236325,0.00169185395460955
"1998-10-02",-0.00220163208880214,-0.00102297894960904
"1998-10-05",-0.000775354011946265,-0.000567901493837608
"1998-10-06",-0.000948985673327757,-0.000716482432899026
"1998-10-07",0.00317956630001844,0.0024592938631816
"1998-10-08",0.00103525200886482,0.00119711525914332
"1998-10-09",0.00427607411952967,0.00616653339402306
"1998-10-12",0.00111107527152532,0.0018648321833792
"1998-10-13",0.000375461047204711,0.00142377837830778
"1998-10-14",-0.00085609439768956,-0.00083147338430486
"1998-10-15",0.000620293658857997,-0.000683238560396321
"1998-10-16",0.00152094250361262,0.00252070487134835
"1998-10-19",4.37408587399927e-05,-0.00228697499132453
"1998-10-20",0.000537409574864281,-0.000366641228701217
"1998-10-21",-0.00162149175074002,-0.00120746292579201
"1998-10-22",0.000718360184569013,0.000861565082569789
"1998-10-23",-0.00160510836683777,-0.000573137636524334
"1998-10-26",-0.00175016233489203,-0.00248058196131546
"1998-10-27",0.0010525226114495,0.00186027791007601
"1998-10-28",0.000684820589760325,-0.000214951111885512
"1998-10-29",0.000746554004948615,0.000323793391656117
"1998-10-30",-0.000958867066021489,0.000539111617454067
"1998-11-02",0.000593077552868486,-0.00327248098904647
"1998-11-03",0.00187811872638891,-0.000808918276379547
"1998-11-04",0.000983688420127012,0.0016316494573007
"1998-11-05",0.00118722895804885,-0.000464391323495016
"1998-11-06",0.000298535967889381,-8.13015764560268e-05
"1998-11-09",0.000438508990145229,-5.26672676131005e-05
"1998-11-10",0.000140175443618163,0.0014975671846663
"1998-11-11",0.00114790974108923,0.00263774875791472
"1998-11-12",-0.000602276569778693,0.000701179913363677
"1998-11-13",6.72015538886055e-05,-0.00112264967385378
"1998-11-16",0.00168704846543564,0.0019554541673166
"1998-11-17",0.00161095748451331,0.00196320913939791
"1998-11-18",0.000754622883920059,0.000399608890399694
"1998-11-19",-0.0010225931142722,-0.000984254773043746
"1998-11-20",0.000336408633279759,0.00150536550355123
"1998-11-23",-4.43869575160629e-05,-0.000534599724507359
"1998-11-24",0.00122957471344287,-0.00130724089468769
"1998-11-25",0.0010347014306634,-0.00031212880576967
"1998-11-26",0,0
"1998-11-27",0.00155800187281267,0.000316744064925778
"1998-11-30",0.00264925659728348,0.00198718765774775
"1998-12-01",0.00181729149568809,0.00057247460167427
"1998-12-02",0.000694517364459431,0.00154739953603619
"1998-12-03",0.00259470805957039,0.00052364597819883
"1998-12-04",-0.000369487392971084,3.93132137369731e-05
"1998-12-07",0.00128088515715376,0.000121617029250925
"1998-12-08",0.000588399600562034,8.93281055746174e-05
"1998-12-09",0.00102373147172006,0.000240321127902393
"1998-12-10",-0.00040319139412024,-0.00229269582406066
"1998-12-11",0.00172960075560477,0.000571861447934436
"1998-12-14",0.0023448927106636,0.000393153828279192
"1998-12-15",0.000739285328303614,0.000407158042605761
"1998-12-16",0.000863960948276523,0.00083262745094807
"1998-12-17",-0.00127076946462826,-0.00231540898014186
"1998-12-18",0.000443899834558255,-0.000312485506580958
"1998-12-21",-0.00115060580482114,9.68740542584061e-05
"1998-12-22",0.000444491492896064,-8.57703613800826e-05
"1998-12-23",0.00121434061791933,0.000947132113521422
"1998-12-24",-0.0013080738980401,0.000695779637403807
"1998-12-25",0,0
"1998-12-28",0.00123040627448559,0.000235715638366965
"1998-12-29",0.00058464403571611,0.000769672056325764
"1998-12-30",0.00140181221351471,0.000191416221390498
"1998-12-31",0.000384819007183509,0.000215393955117291
"1999-01-01",0,0
"1999-01-04",0.00190025344737601,0.00175401018506129
"1999-01-05",-0.000534443619860207,0.000112706036855848
"1999-01-06",0.000814869448633951,0.00210151864396791
"1999-01-07",0.000591670398135524,0.000798243153549549
